idx,layer,type,cond_32,cond_4,var_32,var_4,cosine_sim,dead_neuron_ratio,SNR,KL,SFR,magnitude_loss,RelErr,mse_error,inherited_error,error_delta,error_propagation,sensitivity_W4A8,instability_shap,shap_magnitude
1,features.0,Conv2d,78.07568359375,78.08998107910156,0.06295253336429596,0.06296258419752121,0.99998939037323,,39.90645421578806,0.006577284540981054,9.765625145519152e-05,0.00010154861640010154,0.007646610960364342,2.1541742171393707e-05,,0.007646610960364342,,3.180000000000007,2.1115000000000044,1.7384264372808054
2,features.1,ReLU,,,,,,0.4151584804058075,39.90645421578806,0.006577284540981054,9.765625145519152e-05,0.00010154861640010154,0.007646610960364342,2.1541742171393707e-05,0.007646610960364342,0.0,0.999999999869223,0.01999999999999602,0.6814999999999997,1.0433930878763653
3,features.2,Conv2d,10.006779670715332,9.627285957336426,0.003118413733318448,0.0030537887942045927,0.9895908236503601,,21.16244116864044,0.03027135133743286,0.0006835937383584678,0.0003503503503503503,0.070978544652462,0.004335285164415836,0.007646610960364342,0.06333193369209766,9.28235332111073,0.4399999999999977,0.7228333333333337,0.6416609378379003
4,features.3,ReLU,,,,,,0.5477017760276794,21.16244116864044,0.03027135133743286,0.0006835937383584678,0.0003503503503503503,0.070978544652462,0.004335285164415836,0.070978544652462,0.0,0.9999999999859112,0.060000000000002274,0.06900000000000155,0.5295596435401144
5,features.4,MaxPool2d,,,,,,,19.652855933561398,0.028563525527715683,0.0006835937383584678,0.0003498425708431206,0.07515302300453186,0.00793704204261303,0.070978544652462,0.004174478352069855,1.058813242388258,0.060000000000002274,0.20400000000000215,0.5380190658328878
6,features.5,Conv2d,13.456331253051758,12.336084365844727,0.0024656394962221384,0.002413500100374222,0.9894660115242004,,9.542763882571997,0.010298590175807476,0.0006103515625,0.0006403152321142716,0.1893634796142578,0.026131417602300644,0.07515302300453186,0.11421045660972595,2.5197054228985456,0.9000000000000057,0.9623333333333375,0.6508605947820805
7,features.6,ReLU,,,,,,0.5514588356018066,9.542763882571997,0.010298590175807476,0.0006103515625,0.0006403152321142716,0.1893634796142578,0.026131417602300644,0.1893634796142578,0.0,0.9999999999947191,0.0,0.0033333333333338544,0.5321184790567127
8,features.7,Conv2d,6.124602317810059,5.97163200378418,0.001478499500080943,0.001450766110792756,0.9905915856361389,,9.411503373530739,0.02097773179411888,0.0,0.00026860059092130003,0.20140913128852844,0.03508199378848076,0.1893634796142578,0.01204565167427063,1.0636112712849624,0.14000000000000057,0.25833333333333486,0.434771664033521
9,features.8,ReLU,,,,,,0.6821027398109436,9.411503373530739,0.02097773179411888,0.0,0.00026860059092130003,0.20140913128852844,0.03508199378848076,0.20140913128852844,0.0,0.999999999995035,-0.03999999999999204,-0.027166666666660788,0.5469623226712268
10,features.9,MaxPool2d,,,,,,,10.243925920965463,0.03274549916386604,0.0,0.00024417639302632224,0.15959252417087555,0.08138889074325562,0.20140913128852844,-0.04181660711765289,0.792379785112419,-0.03999999999999204,-0.0019999999999937993,0.5554322291655915
11,features.10,Conv2d,11.303695678710938,10.684733390808105,0.0010098327184095979,0.000988371786661446,0.9893430471420288,,8.85479739408594,0.01898300275206566,3.662109520519152e-05,0.00010989010989010989,0.19995030760765076,0.07608547061681747,0.15959252417087555,0.04035778343677521,1.2528801624336192,0.6800000000000068,0.8523333333333389,0.6137141446339681
12,features.11,ReLU,,,,,,0.6425946354866028,8.85479739408594,0.01898300275206566,3.662109520519152e-05,0.00010989010989010989,0.19995030760765076,0.07608547061681747,0.19995030760765076,0.0,0.9999999999949988,0.01999999999999602,0.0013333333333335417,0.5192442203240385
13,features.12,Conv2d,7.809813499450684,7.644355773925781,0.0006016422994434834,0.0005906826700083911,0.9908187985420227,,8.269630670600964,0.032487742602825165,0.0,3.662154079029285e-05,0.19779665768146515,0.08255265653133392,0.19995030760765076,-0.002153649926185608,0.9892290741987714,0.12000000000000455,0.11050000000000477,0.4716858907476966
