idx,layer,type,cond_32,cond_4,var_32,var_4,cosine_sim,dead_neuron_ratio,RelErr,SNR,KL,inherited_error,error_delta,REAR,SFR,magnitude_loss,mse_error,instability_pca,rf_predicted_error,sensitivity_W4A8
1,features.0.0,Conv2d,573.101806640625,595.7877197265625,0.052181221544742584,0.05211181938648224,0.9999811053276062,,0.008205514401197433,41.71066393119857,0.006534362677484751,,0.008205514401197433,,0.01220703125,7.0,2.6646550395525992e-05,1.966685265470296,0.0063083727300787965,6.299999999999997
2,features.0.1,BatchNorm2d,,,0.022962389513850212,0.023308763280510902,0.9991959929466248,,0.0041064792312681675,44.71468331508415,0.005028994753956795,0.008205514401197433,-0.004099035169929266,0.5004536011379016,0.00019531250291038305,0.0,2.9381324111454887e-06,-1.3618715057371533,-0.015770386706572027,-0.3500000000000085
3,features.0.2,ReLU6,,,,,,0.3677219748497009,0.0041064792312681675,44.71468331508415,0.005028994753956795,0.0041064792312681675,0.0,1.0,0.00019531250291038305,0.0,2.9381324111454887e-06,-1.5623977301771246,6.850335436562698e-05,-0.3500000000000085
4,features.1.conv.0.0,Conv2d,20.811735153198242,17.6085262298584,0.22724449634552002,0.21999579668045044,0.9965656399726868,,0.7947493195533752,1.9544265016214712,0.4080406427383423,0.0041064792312681675,0.7906428403221071,193.53545331530628,0.10371093451976776,128.0,0.013759879395365715,3.010739091104005,1.1608821120850432,66.69999999999999
5,features.1.conv.0.1,BatchNorm2d,,,0.10879263281822205,0.1082470491528511,0.9990638494491577,,0.24150118231773376,9.297121504409517,0.5118765830993652,0.7947493195533752,-0.5532481372356415,0.30387088906656756,9.765625145519152e-05,0.0,0.029770269989967346,0.14492631456819613,-0.8362904670337836,-0.30000000000001137
6,features.1.conv.0.2,ReLU6,,,,,,0.3057366907596588,0.24150118231773376,9.297121504409517,0.5118765830993652,0.24150118231773376,0.0,1.0,9.765625145519152e-05,0.0,0.029770269989967346,-0.7093623188806704,0.0,0.04999999999999716
7,features.1.conv.1,Conv2d,2.1954004764556885,2.2427220344543457,0.049547020345926285,0.0486115925014019,0.994696855545044,,0.29640012979507446,10.408560769804712,4.208809852600098,0.24150118231773376,0.0548989474773407,1.2273237213601393,0.13320311903953552,3.0,0.10120309889316559,0.3213919901437345,0.057660580674807234,27.299999999999997
8,features.1.conv.2,BatchNorm2d,,,0.005120777525007725,0.005013870541006327,0.9999706149101257,,4.982710361480713,-13.95463618926849,1.3432124853134155,0.29640012979507446,4.686310231685638,16.810756341185364,0.4369140565395355,0.0,0.14613741636276245,3.368945753130235,3.7725298844277857,-0.05000000000001137
9,features.2.conv.0.0,Conv2d,1.9434709548950195,1.9409128427505493,0.029665425419807434,0.029084481298923492,0.9967907071113586,,5.3225603103637695,-14.535554137746205,0.9484056234359741,4.982710361480713,0.33984994888305664,1.068205840642534,0.43183594942092896,1.0,0.08135611563920975,2.8132394352326147,0.3004309674104055,0.44999999999998863
10,features.2.conv.0.1,BatchNorm2d,,,0.021547744050621986,0.02209148183465004,0.999305248260498,,0.6057536602020264,-1.5106433240942487,0.2291797697544098,5.3225603103637695,-4.716806650161743,0.11380869823542239,0.0001302083401242271,0.0,0.016381826251745224,-0.8468743723433549,-3.369107033063968,-0.10000000000000853
