idx,layer,type,cond_32,cond_4,var_32,var_4,cosine_sim,dead_neuron_ratio,SNR,KL,SFR,magnitude_loss,RelErr,mse_error,inherited_error,error_delta,error_propagation,sensitivity_W4A8,instability_shap,shap_magnitude
1,conv1,Conv2d,230419056.0,inf,0.015142777934670448,0.015139074996113777,0.9999727606773376,,42.690524253778115,0.011404754593968391,0.03378906100988388,0.0004430414797585424,0.007334093097597361,9.159812907455489e-05,,0.007334093097597361,,6.3799999999999955,4.778166666666661,4.182153677257923
2,bn1,BatchNorm2d,,,0.020034722983837128,0.02044554241001606,0.9994566440582275,,39.05489277778033,0.0049547236412763596,4.882812572759576e-05,0.0,0.007693716324865818,7.989587174961343e-06,0.007334093097597361,0.0003596232272684574,1.049034450672195,0.0799999999999983,0.28416666666666474,1.5607187208866282
3,relu,ReLU,,,,,,0.32168424129486084,39.05489277778033,0.0049547236412763596,4.882812572759576e-05,0.0,0.007693716324865818,7.989587174961343e-06,0.007693716324865818,0.0,0.9999999998700237,-0.060000000000002274,0.22033333333333108,1.5659504151185215
4,maxpool,MaxPool2d,,,,,,,40.252277504263716,0.00937630981206894,4.882812572759576e-05,0.0,0.006216289475560188,8.483332749165129e-06,0.007693716324865818,-0.0014774268493056297,0.8079696745071548,-0.060000000000002274,0.08249999999999767,1.2788890733176932
5,layer1.0.conv1,Conv2d,11.854804992675781,10.302502632141113,0.0018145260401070118,0.0018755636410787702,0.9810532331466675,,15.81830179142625,0.052934784442186356,0.02768554724752903,0.0006840947959931591,0.11733896285295486,0.015453333035111427,0.006216289475560188,0.11112267337739468,18.87604547622916,1.2199999999999989,1.5883333333333312,1.5346055056735055
6,layer1.0.bn1,BatchNorm2d,,,0.007993429899215698,0.007760222535580397,0.9997533559799194,,5.0118260532844765,0.04685981571674347,0.0038085938431322575,0.0022675736961451248,0.31804755330085754,0.0018134688725695014,0.11733896285295486,0.20070859044790268,2.7105025096967426,-0.0799999999999983,-0.022166666666666637,0.8452036916515773
7,layer1.0.relu,ReLU,,,,,,0.4003613591194153,-1.1412834856714111,3.397679328918457,0.02836913987994194,0.026696606786427147,0.8160496950149536,0.08666124194860458,0.31804755330085754,0.49800214171409607,2.5658103215793155,0.03999999999999204,0.026999999999993564,0.8566017769956824
8,layer1.0.conv2,Conv2d,12.048540115356445,10.4483642578125,0.0012145289219915867,0.0012566896621137857,0.9834750890731812,,10.239071319977535,0.08179231733083725,0.08378906548023224,0.0007817462256315044,0.3047970235347748,0.004180052783340216,0.8160496950149536,-0.5112526714801788,0.3735030175200495,0.14000000000000057,0.42483333333333173,0.6093198558533024
9,layer1.0.bn2,BatchNorm2d,,,0.010268113575875759,0.010056831873953342,0.9994855523109436,,-4.484929012044642,2.354717493057251,0.39501953125,0.0018376874937915963,0.9044554233551025,0.23767606914043427,0.3047970235347748,0.5996583998203278,2.9674024137868407,0.0,-0.0011666666666692767,0.8813651114677591
10,layer1.1.conv1,Conv2d,5.966104984283447,5.668518543243408,0.0013882257044315338,0.0014390783617272973,0.9811646342277527,,15.737988922801842,0.06149328872561455,0.02534179762005806,0.0002442002442002442,0.12950399518013,0.01972447894513607,0.9044554233551025,-0.7749514281749725,0.14318449736260982,-0.060000000000002274,0.8794999999999973,0.963214053255957
11,layer1.1.bn1,BatchNorm2d,,,0.005877355113625526,0.005759567953646183,0.9997274279594421,,5.116651502877484,0.08262358605861664,0.0010253905784338713,0.0014748537436704194,0.3411422669887543,0.0016340094152837992,0.12950399518013,0.21163827180862427,2.634221952084317,0.0799999999999983,0.04949999999999832,0.8420216081703278
12,layer1.1.relu,ReLU,,,,,,0.4620988667011261,-1.4500960873833155,2.4921822547912598,0.0054687499068677425,0.007994114762138304,0.8637102842330933,0.11301709711551666,0.3411422669887543,0.522568017244339,2.5318184458774016,-0.020000000000010232,0.001666666666659348,0.9368041100581147
13,layer1.1.conv2,Conv2d,9.376592636108398,8.30687427520752,0.0011460770620033145,0.0011787854600697756,0.985506534576416,,9.642253139839966,0.0670691430568695,0.10009765625,0.00043964632895315326,0.32817065715789795,0.0035241798032075167,0.8637102842330933,-0.5355396270751953,0.37995455553583884,0.1599999999999966,0.5884999999999965,0.7003710861165082
14,layer1.1.bn2,BatchNorm2d,,,0.01059590745717287,0.010555812157690525,0.9994752407073975,,-5.924982559705093,6.447256088256836,0.4674316346645355,0.0015625,0.9805631041526794,0.3336445093154907,0.32817065715789795,0.6523924469947815,2.9879670310618223,-0.04000000000000625,-0.03216666666667258,0.8966097306720032
